Max,min,Mean,Std. deviation,Skewness,Kurtosis,Energy,Max / min,Max - min,SD / mean,Max - min sqrd,person
0.6529875882,-0.47848089549999995,-39.06206277491317,0.09829325283713045,1.126915024203304,17.37062985506121,2.473360269645839,-1.3647098438855019,1.1314684837,-0.0025163354378780352,1.2802209296063771,1
0.6803245945999999,-0.5208838917,4.743384504624082e-05,0.10443673983185182,1.184564813067184,16.91497791602647,2.7922003524367134,-1.3060964361551592,1.2012084863,2201.734641795153,1.4429018275591374,1
0.6545108049,-0.5219902840999999,-78.12497935903717,0.10435511567527926,0.9183783055672697,15.918479750555125,2.7878374829058328,-1.2538754548439308,1.1765010889999998,-0.0013357458335533999,1.3841548124181855,1
0.6340573106,-0.541420955,-273.4374611297282,0.10370940839215542,0.9916258405041268,16.377148435142082,2.753444195597026,-1.1710985781848804,1.1754782656,-0.0003792801760361287,1.3817491528979842,1
0.6061808640999999,-0.5521715251,39.06236228576332,0.10535045709195323,0.8457939366970533,15.462335972447793,2.841272015227772,-1.0978126117427347,1.1583523892,0.0026969812097193437,1.3417802575653484,1
0.6508850466,-0.5837744437,39.06251136356204,0.10908748743300702,0.9661602329238667,16.137045232823287,3.0464204580982943,-1.1149598164569328,1.2346594902999999,0.0027926388658862595,1.5243840569878555,1
0.6543413978,-0.5925622486,234.37494891913323,0.11133716146667401,0.9037085979663457,15.877302327719203,3.173366662004796,-1.1042576528389394,1.2469036463999998,0.00047503865912345796,1.554768703405616,1
0.6531671703,-0.6095877521999999,-117.18726575064842,0.1128147646673026,0.8117901601543267,15.112509889615175,3.2581558084963493,-1.0714899830954971,1.2627549225,-0.0009626879161712873,1.5945499942979813,1
0.6656422277,-0.6220828018,195.31246466062552,0.11392274325493643,0.8174923073974937,15.135103311073657,3.322468206266922,-1.0700219099032486,1.2877250295,0.0005832845510033797,1.658235751600776,1
0.6886298179000001,-0.6404171800999999,390.62498895237053,0.11689826568511164,0.9007862861739563,14.8842310708261,3.4982923571678572,-1.075283173684491,1.329046998,0.0002992595686175244,1.766365922892812,1
0.7054499558,-0.6493690721,156.25004003323727,0.11830579276999512,0.8858178117062518,15.085911775431253,3.583042714351879,-1.0863621107156205,1.3548190279,0.0007571568797347462,1.8355345983599012,1
0.7152869358,-0.6635815581,117.18744057824873,0.11963320379367882,0.8070928842293529,14.892065228410821,3.6638984831846115,-1.0779186477816616,1.3788684939,0.0010208705233543949,1.9012783234700543,1
0.7141574734,-0.6626410856,117.18746903855576,0.12048247097021227,0.6961101498737021,14.300385424606993,3.7161026076385375,-1.0777440290370066,1.376798559,0.0010281173572455294,1.8955742720644766,1
0.7400015859,-0.6830875812,78.12507016096912,0.123511881250019,0.8033349545725815,14.472330122804205,3.9053273113392115,-1.0833187518941825,1.4230891671,0.0015809506602110534,2.025182777517372,1
0.7241710890999999,-0.6885934364,4.065758146820642e-06,0.12287413635226575,0.6607935894214774,13.89030240491077,3.8651016663846907,-1.0516671388649907,1.4127645255,30221.703287577835,1.9959036045112404,1
0.7490491292,-0.7164822823,-0.00015551524911588954,0.12369975074132546,0.7015750914287268,14.686907078927852,3.9172168533673095,-1.0454538063320369,1.4655314115,-795.4187865470655,2.1477823180931823,1
0.766424742,-0.7254669803,-117.18762218211262,0.12685069909619454,0.6750917563382497,14.004702579907935,4.119321564465481,-1.0564570997884188,1.4918917223000001,-0.001082458170360904,2.225740911067261,1
0.7438469356,-0.710664932,-156.25008204607147,0.1254092962920176,0.6232132546607042,13.88530700717423,4.026237848693516,-1.0466914886409506,1.4545118676,-0.000802619074817764,2.11560477298924,1
0.7545206489,-0.7235320375,39.06228503635853,0.12668406828582596,0.5867834019138518,13.878766890507617,4.108506408306641,-1.0428296326822986,1.4780526863999999,0.0032431299952860033,2.184639743774256,1
0.7737984862,-0.7197471108,195.31262593569866,0.12679516660578707,0.6679901143118877,14.204346780599035,4.115715654294859,-1.075097731674007,1.493545597,0.0006491908344293672,2.2306784503180865,1
0.7770105898999999,-0.71673627,195.31232778010124,0.12620027303762776,0.756937317768822,14.536244812679104,4.077186282181577,-1.0840955347494832,1.4937468599,0.0006461459677021231,2.23127968146111,1
0.7331896875,-0.6987447038,117.18741652251303,0.12283631362144179,0.6587522384578058,13.996448293343295,3.862722545690932,-1.0492955202560779,1.4319343913,0.0010482039562485239,2.0504361009877017,1
0.7472010218,-0.7060585568000001,234.37456809312016,0.12500211945865636,0.679113533990272,13.659060593019717,4.000135646503987,-1.0582706131152435,1.4532595786,0.0005333433592035094,2.1119634027926497,1
0.7451859359999999,-0.7067246405,117.18788239063402,0.12446495731222787,0.6288257224092779,13.685753297107912,3.965830553276085,-1.0544218968688979,1.4519105765,0.0010620975033693027,2.1080443221525624,1
0.7459871742,-0.7153300778,234.3748757354866,0.1246485973546029,0.6777002187751392,13.81693926014498,3.9775418425522986,-1.0428572729589198,1.4613172520000002,0.0005318342973556612,2.135448110992832,1
0.7235527083,-0.6972724648999999,-195.31256223882104,0.12185410557451092,0.5660399796247019,13.712220148218684,3.8011962996131956,-1.03769006338687,1.4208251732,-0.000623892821730085,2.01874417279881,1
0.7338590666,-0.7010781674,-78.1248712776331,0.1221142605634553,0.6141269720128602,13.835214665530852,3.817444514037621,-1.046757837748065,1.434937234,-0.0015630651105906681,2.0590448655195708,1
0.7354678484,-0.6939090757999999,273.43792530378335,0.12277452282881302,0.7130808085342876,13.839845936154287,3.8588373646957375,-1.059890804212479,1.4293769242,0.0004490032708243134,2.0431183914354527,1
0.7275638535,-0.6767771139000001,39.06240870316883,0.11841265760769608,0.8659597355289677,14.647175618936643,3.5895187153196724,-1.0750420464240227,1.4043409674,0.0030313711196741995,1.972173552717968,1
0.6882371285,-0.6571385542,468.74997169953946,0.11652646666419993,0.5943341948432734,13.398296869006792,3.4760748629101816,-1.047324227290026,1.3453756826999999,0.0002485898105587329,1.8100357276004906,1
0.7027647456999999,-0.6467353053,117.18740127591998,0.11611435068537558,0.6809132929348011,13.453648399093662,3.451530863382112,-1.0866342689827482,1.349500051,0.0009908432939133287,1.8211503876490025,1
0.6754753337,-0.6375804979999999,78.12484654427104,0.1126610663035248,0.6256383407288227,13.557548054907652,3.249284060325684,-1.0594353745430904,1.3130558316999998,0.0014420644812362367,1.7241156171613783,1
0.6473411095,-0.6457482264,78.12503899015665,0.11177136834492221,0.491286186731184,13.732412819785985,3.198166728114247,-1.002466724699935,1.2930893359,0.0014306728008033995,1.672080030618303,1
0.6519017103,-0.6145848573,-234.3753012848393,0.10942002824441459,0.6737042348451568,13.422640822323984,3.065022100738174,-1.0607187966913807,1.2664865676,-0.00046685818703838175,1.603988225911229,1
0.6755111722,-0.6227441234000001,-78.12500646409148,0.11133243418222866,0.8507514610033566,14.222031491757956,3.1730971906407093,-1.0847331139985832,1.2982552956000002,-0.0014250550396229442,1.6854668125534438,1
0.6423488186,-0.6111856428,3.9979955110402976e-05,0.10785887615799684,0.5837336098390468,13.52054994829815,2.9781855145129215,-1.0509880691196107,1.2535344614000001,2697.8238434772893,1.5713486459173884,1
0.6330604928,-0.607938624,-39.0626837347668,0.1054323915604541,0.651340697692779,14.293598327062341,2.8456932326801696,-1.0413230346094937,1.2409991167999999,-0.002699056528638265,1.5400788078983796,1
0.6308535756,-0.603594925,39.062533725231845,0.10461810824252105,0.621619491226513,13.931593449473713,2.8019068344944267,-1.0451605032961468,1.2344485006,0.002678221258723537,1.5238631006335885,1
0.6102055928,-0.5664882665,-78.12509387789164,0.10004560952225976,0.8139501292502755,14.771435019149067,2.562335740078201,-1.0771725186297394,1.1766938592999998,-0.0012805822630898793,1.3846084385143278,1
0.6097359374,-0.5737456707999999,-117.18777261516405,0.1010202197037611,0.8409695941061165,14.338693262469796,2.6125017059830165,-1.06272860682298,1.1834816082,-0.0008620372027677666,1.4006287169476581,1
0.5619210486999999,-0.5394132434000001,-234.37526333776327,0.09521907463295483,0.6571842233241436,13.82583131528617,2.3210680765327916,-1.0417264603259087,1.1013342921,-0.0004062675952953813,1.212937222955408,1
0.5481612743,-0.5182338937,-0.0002188733135705112,0.0926510426376533,0.7005509430555552,13.982811060834308,2.1975592196721268,-1.0577487905824328,1.066395168,-423.3089960864748,1.137198654333748,1
0.5491131485,-0.5041766616,39.06278376935787,0.09038992397901931,0.9063716490126074,14.663645351251759,2.09160661937482,-1.0891284550089935,1.0532898101,0.002313965244072649,1.1094194240604938,1
0.5414571763,-0.48909270439999997,-390.625006909469,0.09024496281002693,0.7617140697616016,14.033605949893676,2.084903248021285,-1.1070645123693652,1.0305498807,-0.000231027100707206,1.0620330566107843,1
0.5138429738,-0.48052250189999995,117.18785935133785,0.08752563050792382,0.8855221716654386,14.34832479036034,1.9611484149272589,-1.0693421676784125,0.9943654757,0.0007468830900436155,0.9887626992640873,1
0.48344934079999996,-0.4799763863,1.5585406229479126e-05,0.08508662778185302,0.5591251372335333,13.657282768345578,1.8533719621856264,-1.0072356778356786,0.9634257271,5459.378249693314,0.9281891316381636,1
0.4843159125,-0.44164352619999997,78.12447249452154,0.08339278020408261,0.8062616865165301,13.040818203525266,1.7803150822826068,-1.0966217860525724,0.9259594387,0.0010674347940068396,0.857400882117619,1
0.4502521723,-0.43324454700000004,273.4374779009806,0.07841378958993146,0.5785387348721158,14.52618771120115,1.5740729338506356,-1.0392564093830359,0.8834967193000001,0.0002867704536768998,0.7805664530138631,1
0.4303802353,-0.3969182355,-39.06250187679303,0.07392891644754357,0.7823088596520998,15.155982278681488,1.3991640798996163,-1.0843045161627503,0.8272984708,-0.0018925801701263948,0.6844227597880184,1
0.4392218797,-0.4081239189,273.43744452788246,0.07631893904194907,0.9299495480613272,14.733124158008259,1.4910925968611164,-1.0761973492850334,0.8473457985999999,0.00027910931940474163,0.7179949024050716,1
0.4061374154,-0.3858599252,-39.06200178854097,0.07394594323584605,0.7147523773541404,13.161666452859528,1.3998086453859748,-1.052551428318164,0.7919973406,-0.0018930402910774138,0.6272597875174725,1
0.393983161,-0.37642233119999996,39.06250729780389,0.07010796933004956,0.7340321547320311,15.222372027970746,1.2582726050772917,-1.0466519341294598,0.7704054922,0.0017947636795447347,0.5935246224119243,1
0.37751739310000004,-0.34836993039999997,195.3126411822917,0.067791009660714,0.9472125270517576,14.10653302900452,1.1764789736496686,-1.0836681359568916,0.7258873235000001,0.00034708971856789553,0.5269124064179938,1
0.3749781811,-0.3426737067,117.18752731442252,0.06603887041025969,0.7901929875496029,13.411296254849198,1.116449895696146,-1.0942718211767601,0.7176518878,0.0005635315628178814,0.5150242320629038,1
0.38388556479999997,-0.3085233978,78.12515825239564,0.06378669278540025,1.1852657017512345,14.971648329150163,1.0415979971837517,-1.2442672663966103,0.6924089626,0.0008164680137904782,0.4794301714888081,1
0.3930910665,-0.2909289628,-156.2499433020747,0.06248713160845882,1.5353838933728856,15.723124583475972,0.9995882538631305,-1.3511582439807879,0.6840200293,-0.000399917787410993,0.4678834004835729,1
0.3678951259,-0.2838940781,-273.43747807038716,0.05791150646825345,0.8375595735679446,15.386273065019346,0.8585581008441759,-1.2958886932837363,0.651789204,-0.00021179066921230932,0.42482916645095353,1
0.35975107149999996,-0.2684327669,39.06238532505949,0.05829101739618683,0.9797278510322107,13.064447028760576,0.8698477335251346,-1.3401906021183285,0.6281838384,0.001492254426121584,0.39461493482695736,1
0.34856422060000003,-0.2792143392,78.12502814813493,0.05504211250360548,0.7948658534096077,15.141520445828405,0.7755863421080482,-1.2483750712757091,0.6277785598000001,0.0007045387862035541,0.39410592014456225,1
0.3583441881,-0.2738987735,-0.0001314595134138674,0.058071527627878095,1.2282920171105387,14.54653256556201,0.8633093941850652,-1.3083088453479328,0.6322429616,-441.7445806683797,0.3997311624927391,1
0.3593269389,-0.2522441332,-468.75010586955835,0.0549167259960506,1.1749736164956335,14.851669422077137,0.7720567792960762,-1.4245205006020731,0.6115710721000001,-0.00011715565566471057,0.37401917622954345,1
0.3480070002,-0.2364522675,78.12484247851289,0.051336615337751516,1.386343135549897,16.244698745227975,0.6746747070300835,-1.4717854215544794,0.5844592677,0.0006571100012377102,0.34159263560042025,1
0.3470160201,-0.2433174048,-39.06234602273073,0.05093818589899014,1.1140697209858226,15.501778869486525,0.6642428883661,-1.4261865910711866,0.5903334249,-0.0013040226992344177,0.34849355255416387,1
0.3369788586,-0.2235254509,390.6247097703111,0.051576245843364725,1.2421511185102851,12.867223057652732,0.6809879386355704,-1.5075637125132402,0.5605043095,0.00013203528745964833,0.3141650809680718,1
0.34181257649999996,-0.2267585649,-156.25011321688393,0.04864489769357013,1.2599451774062558,16.055853276236498,0.6057794743341831,-1.5073855166208983,0.5685711414,-0.00031132711965493605,0.32327314283289876,1
0.3200648304,-0.2081526308,78.12511759481417,0.04752179122195853,1.2054496489982693,14.189524282892602,0.5781300840815141,-1.5376448962950124,0.5282174612,0.0006082780120527198,0.27901368631657353,1
0.31926553399999996,-0.2100174089,-78.12519755472438,0.04739323820558521,1.1385157047450054,12.77635443495198,0.5750064710685034,-1.5201860439675197,0.5292829429,-0.0006066319150410808,0.28014043364488467,1
0.3228115414,-0.1972723221,-39.06246833428832,0.04509616684813046,1.375563913280914,14.794953749113024,0.5206180516849719,-1.636375229751503,0.5200838635,-0.0011544628071684317,0.27048722507308665,1
0.31868125,-0.2030377122,195.31247279214182,0.045220417025196274,1.266924146180478,13.761405535169125,0.5234908456787614,-1.5695667890804772,0.5217189622,0.00023152856742191463,0.2721906755190451,1
0.2690333322,-0.2008477982,117.18736603934937,0.04457290110043032,0.7410652519536193,8.656111632855069,0.5086063392022381,-1.3394885809607047,0.4698811304,0.0003803558575202002,0.2207882767059818,1
0.3043335689,-0.1711026564,-312.4999797777736,0.04219286673640365,1.3314563296267226,14.168110573137248,0.455740928879595,-1.7786606900394097,0.4754362253,-0.00013501718229360537,0.22603960432751238,1
0.3090092732,-0.1863740751,-156.2499017974603,0.04232277759550473,1.3108185360905504,14.32842319368632,0.4585516808700304,-1.6580056696952052,0.49538334829999997,-0.0002708659468494632,0.24540466177291909,1
0.3067698579,-0.18268309440000002,312.50011530304516,0.044124980368422315,1.1835726880037265,11.920140707844133,0.4984355564834956,-1.6792460129249922,0.4894529523,0.00014119988508046587,0.2395641925151861,1
0.2937934832,-0.17416337710000002,117.18743651249058,0.041327651349566306,1.3761672515804044,13.289901293517225,0.4372415401142553,-1.686884396088114,0.4679568603,0.000352662815908268,0.21898362310183372,1
0.28553213829999996,-0.1757301434,351.56273508682443,0.04384420204496836,1.144896278230067,9.523672766515816,0.4921123975577619,-1.624833012570113,0.46126228169999994,0.00012471231353385702,0.2127628925190901,1
0.29176914789999997,-0.160974261,-117.18748530158834,0.04080166644999844,1.1888607438617529,12.790255449448686,0.4261826521848136,-1.812520499162285,0.4527434089,-0.0003481742640435806,0.20497659430239257,1
0.27128096079999997,-0.1666811078,-195.31260086352344,0.03894844776381769,1.0609715659604984,12.053560692910589,0.3883472853019737,-1.6275447432561398,0.4379620686,-0.0001994159495681146,0.1918107735323911,1
0.281807058,-0.1522636711,78.12497393802632,0.039143921518636514,1.1874161412782394,12.486513273897403,0.3922551275154366,-1.8507832890415579,0.4340707291,0.0005010423625829041,0.18841739786140557,1
0.2866221967,-0.1553148564,195.3126706590383,0.03974577064285586,1.6056258407054977,12.188432304451835,0.40440992870259257,-1.8454267888052465,0.4419370531,0.00020349816787995767,0.1953083589027122,1
0.2762066888,-0.1432445875,-234.3750139712636,0.039160352514634685,1.4498288202033198,10.84332862286353,0.3925845015220366,-1.928217279413786,0.4194512763,-0.0001670841607691001,0.17593937318969896,1
0.2630266837,-0.1424644548,117.18722780357238,0.0384185399814638,1.4482636305619594,10.14751172356479,0.3778519588626773,-1.8462618206713552,0.40549113849999996,0.00032783896932744606,0.16442306340202614,1
0.2123331387,-0.164689026,-117.18780243072379,0.04025453225509795,0.6318194782093987,4.733729848644731,0.41482940597164086,-1.2892974344265054,0.3770221647,-0.0003435044554137333,0.14214571267507392,1
0.1553862986,-0.16778189710000002,39.063262173566486,0.05184002594957356,0.23545851052932013,1.3810880991147236,0.6879714023558298,-0.9261207632393613,0.3231681957,0.001327078770821473,0.1044376827119935,1
0.2171339124,-0.1231785546,234.37491774832077,0.03613569166256135,0.5732661680750881,6.536273203906111,0.33428178225451666,-1.7627574305048712,0.340312467,0.00015417900520125197,0.1158125751956261,1
0.2028509094,-0.1296639016,-78.12509862127615,0.04029318216669498,0.7981427401260999,3.7079521741112513,0.4156263754543273,-1.5644362609554547,0.332514811,-0.0005157520806728526,0.11056609953436573,1
0.155482816,-0.1345088952,1.0842021724855044e-05,0.03884040640010341,0.09407576068290681,2.7322123980427397,0.38619575534724987,-1.1559296191438795,0.2899917112,3582.3951829078906,0.08409519256470421,1
0.222851938,-0.1254384064,-156.2499404221627,0.03500427171263579,0.808362367163929,7.6347905472260305,0.3136765537618005,-1.7765845756152718,0.3482903444,-0.00022402742438211348,0.12130616400227062,1
0.2018627375,-0.128296266,234.3752037066438,0.03432101459579064,0.7082990810647062,6.381278797357027,0.30155060297842534,-1.5734108543735794,0.3301590035,0.00014643620166725747,0.109004967592113,1
0.1950852753,-0.1356783882,-39.06250594255118,0.03696125793770218,0.638791730280765,4.598527678286865,0.34973045461436214,-1.4378507726111092,0.33076366349999997,-0.0009462080592591964,0.10940460109194121,1
